hora,distrito,direccion,latitude,longitude,avg_count
2:00:00 PM,,Fuencarral - C.  Nuestra Señora de Valverde  61,40.494.945,-3.687.718,81.96
3:00:00 PM,,Fuencarral - C.  Nuestra Señora de Valverde  61,40.494.945,-3.687.718,57.34
4:00:00 PM,,Fuencarral - C.  Nuestra Señora de Valverde  61,40.494.945,-3.687.718,68.99
5:00:00 PM,,Fuencarral - C.  Nuestra Señora de Valverde  61,40.494.945,-3.687.718,114.50
6:00:00 PM,,Fuencarral - C.  Nuestra Señora de Valverde  61,40.494.945,-3.687.718,131.49
7:00:00 PM,,Fuencarral - C.  Nuestra Señora de Valverde  61,40.494.945,-3.687.718,124.17
8:00:00 PM,,Fuencarral - C.  Nuestra Señora de Valverde  61,40.494.945,-3.687.718,81.76
9:00:00 PM,,Fuencarral - C.  Nuestra Señora de Valverde  61,40.494.945,-3.687.718,41.13
10:00:00 PM,,Fuencarral - C.  Nuestra Señora de Valverde  61,40.494.945,-3.687.718,18.94
11:00:00 PM,,Fuencarral - C.  Nuestra Señora de Valverde  61,40.494.945,-3.687.718,12.13
12:00:00 AM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,117.05
1:00:00 AM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,63.49
2:00:00 AM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,39.68
3:00:00 AM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,27.20
4:00:00 AM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,19.53
5:00:00 AM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,18.10
6:00:00 AM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,25.09
7:00:00 AM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,36.86
8:00:00 AM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,60.86
9:00:00 AM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,123.80
10:00:00 AM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,182.76
11:00:00 AM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,327.43
12:00:00 PM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,430.09
1:00:00 PM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,477.97
2:00:00 PM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,502.95
3:00:00 PM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,526.02
4:00:00 PM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,600.95
5:00:00 PM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,688.42
6:00:00 PM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,762.40
7:00:00 PM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,778.27
8:00:00 PM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,664.38
9:00:00 PM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,477.14
10:00:00 PM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,288.13
11:00:00 PM,Salamanca,Goya entre  General Pardiñas y Francisca Moreno.E-O,40.424.968,-3.678.522,180.87
12:00:00 AM,Centro,"Gran Vía 33, 28013 Madrid",40.420.153,-3.704.359,"1,280.51"
1:00:00 AM,Centro,"Gran Vía 33, 28013 Madrid",40.420.153,-3.704.359,638.14
2:00:00 AM,Centro,"Gran Vía 33, 28013 Madrid",40.420.153,-3.704.359,344.50
3:00:00 AM,Centro,"Gran Vía 33, 28013 Madrid",40.420.153,-3.704.359,256.05
4:00:00 AM,Centro,"Gran Vía 33, 28013 Madrid",40.420.153,-3.704.359,215.41
5:00:00 AM,Centro,"Gran Vía 33, 28013 Madrid",40.420.153,-3.704.359,214.32
6:00:00 AM,Centro,"Gran Vía 33, 28013 Madrid",40.420.153,-3.704.359,283.93
7:00:00 AM,Centro,"Gran Vía 33, 28013 Madrid",40.420.153,-3.704.359,363.54
8:00:00 AM,Centro,"Gran Vía 33, 28013 Madrid",40.420.153,-3.704.359,736.54
9:00:00 AM,Centro,"Gran Vía 33, 28013 Madrid",40.420.153,-3.704.359,"1,473.95"
10:00:00 AM,Centro,"Gran Vía 33, 28013 Madrid",40.420.153,-3.704.359,"2,840.90"
11:00:00 AM,Centro,"Gran Vía 33, 28013 Madrid",40.420.153,-3.704.359,"4,495.24"
12:00:00 PM,Centro,"Gran Vía 33, 28013 Madrid",40.420.153,-3.704.359,"5,524.79"
1:00:00 PM,Centro,"Gran Vía 33, 28013 Madrid",40.420.153,-3.704.359,"5,800.38"
2:00:00 PM,Centro,"Gran Vía 33, 28013 Madrid",40.420.153,-3.704.359,"5,587.47"
3:00:00 PM,Centro,"Gran Vía 33, 28013 Madrid",40.420.153,-3.704.359,"5,734.99"
4:00:00 PM,Centro,"Gran Vía 33, 28013 Madrid",40.420.153,-3.704.359,"6,294.19"
5:00:00 PM,Centro,"Gran Vía 33, 28013 Madrid",40.420.153,-3.704.359,"6,707.23"
6:00:00 PM,Centro,"Gran Vía 33, 28013 Madrid",40.420.153,-3.704.359,"7,053.20"
7:00:00 PM,Centro,"Gran Vía 33, 28013 Madrid",40.420.153,-3.704.359,"7,056.42"
8:00:00 PM,Centro,"Gran Vía 33, 28013 Madrid",40.420.153,-3.704.359,"6,424.34"
9:00:00 PM,Centro,"Gran Vía 33, 28013 Madrid",40.420.153,-3.704.359,"4,995.05"
10:00:00 PM,Centro,"Gran Vía 33, 28013 Madrid",40.420.153,-3.704.359,"3,284.33"
11:00:00 PM,Centro,"Gran Vía 33, 28013 Madrid",40.420.153,-3.704.359,"2,156.44"
12:00:00 AM,Centro,"Gran Vía 34, 28013 Madrid",40.420.270,-3.704.326,"1,123.37"
1:00:00 AM,Centro,"Gran Vía 34, 28013 Madrid",40.420.270,-3.704.326,529.93
2:00:00 AM,Centro,"Gran Vía 34, 28013 Madrid",40.420.270,-3.704.326,301.43
3:00:00 AM,Centro,"Gran Vía 34, 28013 Madrid",40.420.270,-3.704.326,222.98
4:00:00 AM,Centro,"Gran Vía 34, 28013 Madrid",40.420.270,-3.704.326,151.28
5:00:00 AM,Centro,"Gran Vía 34, 28013 Madrid",40.420.270,-3.704.326,149.25
6:00:00 AM,Centro,"Gran Vía 34, 28013 Madrid",40.420.270,-3.704.326,220.57
7:00:00 AM,Centro,"Gran Vía 34, 28013 Madrid",40.420.270,-3.704.326,295.77
8:00:00 AM,Centro,"Gran Vía 34, 28013 Madrid",40.420.270,-3.704.326,507.00
9:00:00 AM,Centro,"Gran Vía 34, 28013 Madrid",40.420.270,-3.704.326,969.02
10:00:00 AM,Centro,"Gran Vía 34, 28013 Madrid",40.420.270,-3.704.326,"1,999.33"
11:00:00 AM,Centro,"Gran Vía 34, 28013 Madrid",40.420.270,-3.704.326,"3,142.15"
12:00:00 PM,Centro,"Gran Vía 34, 28013 Madrid",40.420.270,-3.704.326,"3,983.68"
1:00:00 PM,Centro,"Gran Vía 34, 28013 Madrid",40.420.270,-3.704.326,"4,255.57"
2:00:00 PM,Centro,"Gran Vía 34, 28013 Madrid",40.420.270,-3.704.326,"3,962.51"
3:00:00 PM,Centro,"Gran Vía 34, 28013 Madrid",40.420.270,-3.704.326,"4,031.12"
4:00:00 PM,Centro,"Gran Vía 34, 28013 Madrid",40.420.270,-3.704.326,"4,696.49"
5:00:00 PM,Centro,"Gran Vía 34, 28013 Madrid",40.420.270,-3.704.326,"5,289.27"
6:00:00 PM,Centro,"Gran Vía 34, 28013 Madrid",40.420.270,-3.704.326,"5,841.77"
7:00:00 PM,Centro,"Gran Vía 34, 28013 Madrid",40.420.270,-3.704.326,"6,383.95"
8:00:00 PM,Centro,"Gran Vía 34, 28013 Madrid",40.420.270,-3.704.326,"5,771.45"
9:00:00 PM,Centro,"Gran Vía 34, 28013 Madrid",40.420.270,-3.704.326,"4,293.27"
10:00:00 PM,Centro,"Gran Vía 34, 28013 Madrid",40.420.270,-3.704.326,"2,507.20"
11:00:00 PM,Centro,"Gran Vía 34, 28013 Madrid",40.420.270,-3.704.326,"1,566.54"
12:00:00 AM,Latina,"Madrid Río. Puente de Segovia con Paseo Ermita del Santo Senda peatonal 1, 28011 Madrid",40.413.734,-3.723.948,41.84
1:00:00 AM,Latina,"Madrid Río. Puente de Segovia con Paseo Ermita del Santo Senda peatonal 1, 28011 Madrid",40.413.734,-3.723.948,22.05
2:00:00 AM,Latina,"Madrid Río. Puente de Segovia con Paseo Ermita del Santo Senda peatonal 1, 28011 Madrid",40.413.734,-3.723.948,10.39
3:00:00 AM,Latina,"Madrid Río. Puente de Segovia con Paseo Ermita del Santo Senda peatonal 1, 28011 Madrid",40.413.734,-3.723.948,7.23
4:00:00 AM,Latina,"Madrid Río. Puente de Segovia con Paseo Ermita del Santo Senda peatonal 1, 28011 Madrid",40.413.734,-3.723.948,7.29
5:00:00 AM,Latina,"Madrid Río. Puente de Segovia con Paseo Ermita del Santo Senda peatonal 1, 28011 Madrid",40.413.734,-3.723.948,14.85
6:00:00 AM,Latina,"Madrid Río. Puente de Segovia con Paseo Ermita del Santo Senda peatonal 1, 28011 Madrid",40.413.734,-3.723.948,43.79
7:00:00 AM,Latina,"Madrid Río. Puente de Segovia con Paseo Ermita del Santo Senda peatonal 1, 28011 Madrid",40.413.734,-3.723.948,100.25
8:00:00 AM,Latina,"Madrid Río. Puente de Segovia con Paseo Ermita del Santo Senda peatonal 1, 28011 Madrid",40.413.734,-3.723.948,169.44
9:00:00 AM,Latina,"Madrid Río. Puente de Segovia con Paseo Ermita del Santo Senda peatonal 1, 28011 Madrid",40.413.734,-3.723.948,258.53
10:00:00 AM,Latina,"Madrid Río. Puente de Segovia con Paseo Ermita del Santo Senda peatonal 1, 28011 Madrid",40.413.734,-3.723.948,324.69
11:00:00 AM,Latina,"Madrid Río. Puente de Segovia con Paseo Ermita del Santo Senda peatonal 1, 28011 Madrid",40.413.734,-3.723.948,372.83
12:00:00 PM,Latina,"Madrid Río. Puente de Segovia con Paseo Ermita del Santo Senda peatonal 1, 28011 Madrid",40.413.734,-3.723.948,392.83
1:00:00 PM,Latina,"Madrid Río. Puente de Segovia con Paseo Ermita del Santo Senda peatonal 1, 28011 Madrid",40.413.734,-3.723.948,327.66
2:00:00 PM,Latina,"Madrid Río. Puente de Segovia con Paseo Ermita del Santo Senda peatonal 1, 28011 Madrid",40.413.734,-3.723.948,238.14
3:00:00 PM,Latina,"Madrid Río. Puente de Segovia con Paseo Ermita del Santo Senda peatonal 1, 28011 Madrid",40.413.734,-3.723.948,190.36
4:00:00 PM,Latina,"Madrid Río. Puente de Segovia con Paseo Ermita del Santo Senda peatonal 1, 28011 Madrid",40.413.734,-3.723.948,217.63
5:00:00 PM,Latina,"Madrid Río. Puente de Segovia con Paseo Ermita del Santo Senda peatonal 1, 28011 Madrid",40.413.734,-3.723.948,307.17
6:00:00 PM,Latina,"Madrid Río. Puente de Segovia con Paseo Ermita del Santo Senda peatonal 1, 28011 Madrid",40.413.734,-3.723.948,432.04
7:00:00 PM,Latina,"Madrid Río. Puente de Segovia con Paseo Ermita del Santo Senda peatonal 1, 28011 Madrid",40.413.734,-3.723.948,504.34
8:00:00 PM,Latina,"Madrid Río. Puente de Segovia con Paseo Ermita del Santo Senda peatonal 1, 28011 Madrid",40.413.734,-3.723.948,403.82
9:00:00 PM,Latina,"Madrid Río. Puente de Segovia con Paseo Ermita del Santo Senda peatonal 1, 28011 Madrid",40.413.734,-3.723.948,246.77
10:00:00 PM,Latina,"Madrid Río. Puente de Segovia con Paseo Ermita del Santo Senda peatonal 1, 28011 Madrid",40.413.734,-3.723.948,123.31
11:00:00 PM,Latina,"Madrid Río. Puente de Segovia con Paseo Ermita del Santo Senda peatonal 1, 28011 Madrid",40.413.734,-3.723.948,68.88
12:00:00 AM,Salamanca,"Paseo de Recoletos 2, 28001 Madrid",40.419.908,-3.692.363,246.61
1:00:00 AM,Salamanca,"Paseo de Recoletos 2, 28001 Madrid",40.419.908,-3.692.363,198.03
2:00:00 AM,Salamanca,"Paseo de Recoletos 2, 28001 Madrid",40.419.908,-3.692.363,182.49
3:00:00 AM,Salamanca,"Paseo de Recoletos 2, 28001 Madrid",40.419.908,-3.692.363,172.42
4:00:00 AM,Salamanca,"Paseo de Recoletos 2, 28001 Madrid",40.419.908,-3.692.363,138.54
5:00:00 AM,Salamanca,"Paseo de Recoletos 2, 28001 Madrid",40.419.908,-3.692.363,156.31
6:00:00 AM,Salamanca,"Paseo de Recoletos 2, 28001 Madrid",40.419.908,-3.692.363,153.95
7:00:00 AM,Salamanca,"Paseo de Recoletos 2, 28001 Madrid",40.419.908,-3.692.363,165.64
8:00:00 AM,Salamanca,"Paseo de Recoletos 2, 28001 Madrid",40.419.908,-3.692.363,213.94
9:00:00 AM,Salamanca,"Paseo de Recoletos 2, 28001 Madrid",40.419.908,-3.692.363,260.39
10:00:00 AM,Salamanca,"Paseo de Recoletos 2, 28001 Madrid",40.419.908,-3.692.363,323.13
11:00:00 AM,Salamanca,"Paseo de Recoletos 2, 28001 Madrid",40.419.908,-3.692.363,338.67
12:00:00 PM,Salamanca,"Paseo de Recoletos 2, 28001 Madrid",40.419.908,-3.692.363,397.08
1:00:00 PM,Salamanca,"Paseo de Recoletos 2, 28001 Madrid",40.419.908,-3.692.363,441.69
2:00:00 PM,Salamanca,"Paseo de Recoletos 2, 28001 Madrid",40.419.908,-3.692.363,483.51
3:00:00 PM,Salamanca,"Paseo de Recoletos 2, 28001 Madrid",40.419.908,-3.692.363,518.44
4:00:00 PM,Salamanca,"Paseo de Recoletos 2, 28001 Madrid",40.419.908,-3.692.363,551.12
5:00:00 PM,Salamanca,"Paseo de Recoletos 2, 28001 Madrid",40.419.908,-3.692.363,567.69
6:00:00 PM,Salamanca,"Paseo de Recoletos 2, 28001 Madrid",40.419.908,-3.692.363,548.16
7:00:00 PM,Salamanca,"Paseo de Recoletos 2, 28001 Madrid",40.419.908,-3.692.363,528.95
8:00:00 PM,Salamanca,"Paseo de Recoletos 2, 28001 Madrid",40.419.908,-3.692.363,480.53
9:00:00 PM,Salamanca,"Paseo de Recoletos 2, 28001 Madrid",40.419.908,-3.692.363,406.99
10:00:00 PM,Salamanca,"Paseo de Recoletos 2, 28001 Madrid",40.419.908,-3.692.363,337.29
11:00:00 PM,Salamanca,"Paseo de Recoletos 2, 28001 Madrid",40.419.908,-3.692.363,291.59
12:00:00 AM,Centro,"Plaza del Emperador Carlos V 11, 28012 Madrid",40.409.118,-3.692.441,374.05
1:00:00 AM,Centro,"Plaza del Emperador Carlos V 11, 28012 Madrid",40.409.118,-3.692.441,258.41
2:00:00 AM,Centro,"Plaza del Emperador Carlos V 11, 28012 Madrid",40.409.118,-3.692.441,185.33
3:00:00 AM,Centro,"Plaza del Emperador Carlos V 11, 28012 Madrid",40.409.118,-3.692.441,95.65
4:00:00 AM,Centro,"Plaza del Emperador Carlos V 11, 28012 Madrid",40.409.118,-3.692.441,131.36
5:00:00 AM,Centro,"Plaza del Emperador Carlos V 11, 28012 Madrid",40.409.118,-3.692.441,214.41
6:00:00 AM,Centro,"Plaza del Emperador Carlos V 11, 28012 Madrid",40.409.118,-3.692.441,303.27
7:00:00 AM,Centro,"Plaza del Emperador Carlos V 11, 28012 Madrid",40.409.118,-3.692.441,347.26
8:00:00 AM,Centro,"Plaza del Emperador Carlos V 11, 28012 Madrid",40.409.118,-3.692.441,598.92
9:00:00 AM,Centro,"Plaza del Emperador Carlos V 11, 28012 Madrid",40.409.118,-3.692.441,802.79
10:00:00 AM,Centro,"Plaza del Emperador Carlos V 11, 28012 Madrid",40.409.118,-3.692.441,"1,154.22"
11:00:00 AM,Centro,"Plaza del Emperador Carlos V 11, 28012 Madrid",40.409.118,-3.692.441,"1,285.76"
12:00:00 PM,Centro,"Plaza del Emperador Carlos V 11, 28012 Madrid",40.409.118,-3.692.441,"1,316.91"
1:00:00 PM,Centro,"Plaza del Emperador Carlos V 11, 28012 Madrid",40.409.118,-3.692.441,"1,331.02"
2:00:00 PM,Centro,"Plaza del Emperador Carlos V 11, 28012 Madrid",40.409.118,-3.692.441,"1,406.13"
3:00:00 PM,Centro,"Plaza del Emperador Carlos V 11, 28012 Madrid",40.409.118,-3.692.441,"1,688.17"
4:00:00 PM,Centro,"Plaza del Emperador Carlos V 11, 28012 Madrid",40.409.118,-3.692.441,"1,598.82"
5:00:00 PM,Centro,"Plaza del Emperador Carlos V 11, 28012 Madrid",40.409.118,-3.692.441,"1,704.63"
6:00:00 PM,Centro,"Plaza del Emperador Carlos V 11, 28012 Madrid",40.409.118,-3.692.441,"1,760.66"
7:00:00 PM,Centro,"Plaza del Emperador Carlos V 11, 28012 Madrid",40.409.118,-3.692.441,"1,636.64"
8:00:00 PM,Centro,"Plaza del Emperador Carlos V 11, 28012 Madrid",40.409.118,-3.692.441,"1,313.29"
9:00:00 PM,Centro,"Plaza del Emperador Carlos V 11, 28012 Madrid",40.409.118,-3.692.441,"1,128.10"
10:00:00 PM,Centro,"Plaza del Emperador Carlos V 11, 28012 Madrid",40.409.118,-3.692.441,813.06
11:00:00 PM,Centro,"Plaza del Emperador Carlos V 11, 28012 Madrid",40.409.118,-3.692.441,551.85
12:00:00 AM,,Plaza Mayor de Barajas,40.473.567,-3.577.728,7.20
1:00:00 AM,,Plaza Mayor de Barajas,40.473.567,-3.577.728,3.08
2:00:00 AM,,Plaza Mayor de Barajas,40.473.567,-3.577.728,2.48
3:00:00 AM,,Plaza Mayor de Barajas,40.473.567,-3.577.728,2.25
4:00:00 AM,,Plaza Mayor de Barajas,40.473.567,-3.577.728,1.60
5:00:00 AM,,Plaza Mayor de Barajas,40.473.567,-3.577.728,3.23
6:00:00 AM,,Plaza Mayor de Barajas,40.473.567,-3.577.728,6.29
7:00:00 AM,,Plaza Mayor de Barajas,40.473.567,-3.577.728,13.88
8:00:00 AM,,Plaza Mayor de Barajas,40.473.567,-3.577.728,30.97
9:00:00 AM,,Plaza Mayor de Barajas,40.473.567,-3.577.728,42.99
10:00:00 AM,,Plaza Mayor de Barajas,40.473.567,-3.577.728,64.63
11:00:00 AM,,Plaza Mayor de Barajas,40.473.567,-3.577.728,81.70
12:00:00 PM,,Plaza Mayor de Barajas,40.473.567,-3.577.728,91.52
1:00:00 PM,,Plaza Mayor de Barajas,40.473.567,-3.577.728,81.24
2:00:00 PM,,Plaza Mayor de Barajas,40.473.567,-3.577.728,61.55
3:00:00 PM,,Plaza Mayor de Barajas,40.473.567,-3.577.728,47.15
4:00:00 PM,,Plaza Mayor de Barajas,40.473.567,-3.577.728,48.80
5:00:00 PM,,Plaza Mayor de Barajas,40.473.567,-3.577.728,64.05
6:00:00 PM,,Plaza Mayor de Barajas,40.473.567,-3.577.728,75.80
7:00:00 PM,,Plaza Mayor de Barajas,40.473.567,-3.577.728,72.27
8:00:00 PM,,Plaza Mayor de Barajas,40.473.567,-3.577.728,58.58
9:00:00 PM,,Plaza Mayor de Barajas,40.473.567,-3.577.728,37.77
10:00:00 PM,,Plaza Mayor de Barajas,40.473.567,-3.577.728,27.31
11:00:00 PM,,Plaza Mayor de Barajas,40.473.567,-3.577.728,14.96
12:00:00 AM,Centro,"Ronda de Valencia 16, 28012 Madrid",40.405.518,-3.700.754,30.20
1:00:00 AM,Centro,"Ronda de Valencia 16, 28012 Madrid",40.405.518,-3.700.754,19.87
2:00:00 AM,Centro,"Ronda de Valencia 16, 28012 Madrid",40.405.518,-3.700.754,14.15
3:00:00 AM,Centro,"Ronda de Valencia 16, 28012 Madrid",40.405.518,-3.700.754,13.15
4:00:00 AM,Centro,"Ronda de Valencia 16, 28012 Madrid",40.405.518,-3.700.754,16.46
5:00:00 AM,Centro,"Ronda de Valencia 16, 28012 Madrid",40.405.518,-3.700.754,34.69
6:00:00 AM,Centro,"Ronda de Valencia 16, 28012 Madrid",40.405.518,-3.700.754,115.91
7:00:00 AM,Centro,"Ronda de Valencia 16, 28012 Madrid",40.405.518,-3.700.754,120.24
8:00:00 AM,Centro,"Ronda de Valencia 16, 28012 Madrid",40.405.518,-3.700.754,222.80
9:00:00 AM,Centro,"Ronda de Valencia 16, 28012 Madrid",40.405.518,-3.700.754,351.73
10:00:00 AM,Centro,"Ronda de Valencia 16, 28012 Madrid",40.405.518,-3.700.754,385.53
11:00:00 AM,Centro,"Ronda de Valencia 16, 28012 Madrid",40.405.518,-3.700.754,419.57
12:00:00 PM,Centro,"Ronda de Valencia 16, 28012 Madrid",40.405.518,-3.700.754,461.32
1:00:00 PM,Centro,"Ronda de Valencia 16, 28012 Madrid",40.405.518,-3.700.754,314.35
2:00:00 PM,Centro,"Ronda de Valencia 16, 28012 Madrid",40.405.518,-3.700.754,284.66
3:00:00 PM,Centro,"Ronda de Valencia 16, 28012 Madrid",40.405.518,-3.700.754,299.69
4:00:00 PM,Centro,"Ronda de Valencia 16, 28012 Madrid",40.405.518,-3.700.754,367.12
5:00:00 PM,Centro,"Ronda de Valencia 16, 28012 Madrid",40.405.518,-3.700.754,465.58
6:00:00 PM,Centro,"Ronda de Valencia 16, 28012 Madrid",40.405.518,-3.700.754,569.66
7:00:00 PM,Centro,"Ronda de Valencia 16, 28012 Madrid",40.405.518,-3.700.754,478.71
8:00:00 PM,Centro,"Ronda de Valencia 16, 28012 Madrid",40.405.518,-3.700.754,302.16
9:00:00 PM,Centro,"Ronda de Valencia 16, 28012 Madrid",40.405.518,-3.700.754,141.70
10:00:00 PM,Centro,"Ronda de Valencia 16, 28012 Madrid",40.405.518,-3.700.754,95.76
11:00:00 PM,Centro,"Ronda de Valencia 16, 28012 Madrid",40.405.518,-3.700.754,52.45
12:00:00 AM,,"Torre Arias 25, Canillejas, Madrid",40.445.393,-3.611.413,21.80
1:00:00 AM,,"Torre Arias 25, Canillejas, Madrid",40.445.393,-3.611.413,9.62
2:00:00 AM,,"Torre Arias 25, Canillejas, Madrid",40.445.393,-3.611.413,4.38
3:00:00 AM,,"Torre Arias 25, Canillejas, Madrid",40.445.393,-3.611.413,3.70
4:00:00 AM,,"Torre Arias 25, Canillejas, Madrid",40.445.393,-3.611.413,3.46
5:00:00 AM,,"Torre Arias 25, Canillejas, Madrid",40.445.393,-3.611.413,12.07
6:00:00 AM,,"Torre Arias 25, Canillejas, Madrid",40.445.393,-3.611.413,42.29
7:00:00 AM,,"Torre Arias 25, Canillejas, Madrid",40.445.393,-3.611.413,132.85
8:00:00 AM,,"Torre Arias 25, Canillejas, Madrid",40.445.393,-3.611.413,283.81
9:00:00 AM,,"Torre Arias 25, Canillejas, Madrid",40.445.393,-3.611.413,352.77
10:00:00 AM,,"Torre Arias 25, Canillejas, Madrid",40.445.393,-3.611.413,341.21
11:00:00 AM,,"Torre Arias 25, Canillejas, Madrid",40.445.393,-3.611.413,450.26
12:00:00 PM,,"Torre Arias 25, Canillejas, Madrid",40.445.393,-3.611.413,521.60
1:00:00 PM,,"Torre Arias 25, Canillejas, Madrid",40.445.393,-3.611.413,421.90
2:00:00 PM,,"Torre Arias 25, Canillejas, Madrid",40.445.393,-3.611.413,303.06
3:00:00 PM,,"Torre Arias 25, Canillejas, Madrid",40.445.393,-3.611.413,198.03
4:00:00 PM,,"Torre Arias 25, Canillejas, Madrid",40.445.393,-3.611.413,251.54
5:00:00 PM,,"Torre Arias 25, Canillejas, Madrid",40.445.393,-3.611.413,401.95
6:00:00 PM,,"Torre Arias 25, Canillejas, Madrid",40.445.393,-3.611.413,402.28
7:00:00 PM,,"Torre Arias 25, Canillejas, Madrid",40.445.393,-3.611.413,372.22
8:00:00 PM,,"Torre Arias 25, Canillejas, Madrid",40.445.393,-3.611.413,253.43
9:00:00 PM,,"Torre Arias 25, Canillejas, Madrid",40.445.393,-3.611.413,140.99
10:00:00 PM,,"Torre Arias 25, Canillejas, Madrid",40.445.393,-3.611.413,71.91
11:00:00 PM,,"Torre Arias 25, Canillejas, Madrid",40.445.393,-3.611.413,40.70